age,year,area,f
32,1967,1,0.03688192
33,1967,1,0.036852504
34,1967,1,0.036833057
35,1967,1,0.036821248
36,1967,1,0.03681521
37,1967,1,0.03681346
38,1967,1,0.03681346
39,1967,1,0.03681346
40,1967,1,0.03681346
1,1968,1,0.00020909685
2,1968,1,0.00149787846
3,1968,1,0.0275824712
4,1968,1,0.091380551
5,1968,1,0.072124566
6,1968,1,0.044493301
7,1968,1,0.040364639
8,1968,1,0.045932775
9,1968,1,0.049318858
10,1968,1,0.04717011
11,1968,1,0.041653697
12,1968,1,0.036311196
13,1968,1,0.032773087
14,1968,1,0.030622092
15,1968,1,0.029123052
16,1968,1,0.027943904
17,1968,1,0.026969804
18,1968,1,0.026157682
19,1968,1,0.025483832
20,1968,1,0.024929366
21,1968,1,0.024477062
22,1968,1,0.024111127
23,1968,1,0.023817386
24,1968,1,0.023583403
25,1968,1,0.023398517
26,1968,1,0.023253511
27,1968,1,0.023140694
28,1968,1,0.023053815
29,1968,1,0.022987701
30,1968,1,0.022938121
31,1968,1,0.022901607
32,1968,1,0.022875365
33,1968,1,0.02285712
34,1968,1,0.022845065
35,1968,1,0.022837733
36,1968,1,0.022833986
37,1968,1,0.022832907
38,1968,1,0.022832907
39,1968,1,0.022832907
40,1968,1,0.022832907
1,1969,1,0.00033483381
2,1969,1,0.0024321359
3,1969,1,0.046512907
4,1969,1,0.16169188
5,1969,1,0.13183148
6,1969,1,0.079889379
7,1969,1,0.06769514
8,1969,1,0.07307343
9,1969,1,0.07545842
10,1969,1,0.06891238
11,1969,1,0.057291357
12,1969,1,0.046948655
13,1969,1,0.04062167
14,1969,1,0.037197833
15,1969,1,0.035084317
16,1969,1,0.033550097
17,1969,1,0.032333478
18,1969,1,0.031338664
19,1969,1,0.030520992
20,1969,1,0.029851516
21,1969,1,0.029306931
22,1969,1,0.028867132
23,1969,1,0.02851457
24,1969,1,0.028234043
25,1969,1,0.028012628
26,1969,1,0.027839079
27,1969,1,0.027704072
28,1969,1,0.027600098
29,1969,1,0.027520981
30,1969,1,0.02746164
31,1969,1,0.027417938
32,1969,1,0.027386518
33,1969,1,0.027364685
34,1969,1,0.027350259
35,1969,1,0.027341492
36,1969,1,0.027337
37,1969,1,0.027335713
38,1969,1,0.027335713
39,1969,1,0.027335713
40,1969,1,0.027335713
1,1970,1,0.00025080674
2,1970,1,0.0018182109
3,1970,1,0.034612529
