area,sex,year,age,n
1,2,1960,8,21.9179
1,2,1961,8,21.887
1,2,1962,8,21.856
1,2,1963,8,21.7152
1,2,1964,8,21.5455
1,2,1965,8,21.4845
1,2,1966,8,21.2137
1,2,1967,8,20.9638
1,2,1968,8,20.8489
1,2,1969,8,20.5002
1,2,1970,8,20.3874
1,2,1971,8,20.2628
1,2,1972,8,19.956
1,2,1973,8,19.7523
1,2,1974,8,19.5893
1,2,1975,8,19.3377
1,2,1976,8,19.4686
1,2,1977,8,19.1873
1,2,1978,8,19.4522
1,2,1979,8,19.6445
1,2,1980,8,19.6849
1,2,1981,8,19.5927
1,2,1982,8,19.4128
1,2,1983,8,19.1131
1,2,1984,8,18.9968
1,2,1985,8,18.691
1,2,1986,8,18.3554
1,2,1987,8,18.2374
1,2,1988,8,18.1715
1,2,1989,8,18.0276
1,2,1990,8,17.9602
1,2,1991,8,17.7011
1,2,1992,8,19.381
1,2,1993,8,17.5306
1,2,1994,8,16.6075
1,2,1995,8,18.1175
1,2,1996,8,19.8494
1,2,1997,8,21.2163
1,2,1998,8,30.5747
1,2,1999,8,16.7418
1,2,2000,8,20.5499
1,2,2001,8,17.7896
1,2,2002,8,18.5703
1,2,2003,8,11.3671
1,2,2004,8,8.06831
1,2,2005,8,13.5276
1,2,2006,8,15.9492
1,2,2007,8,6.51263
1,2,2008,8,9.74966
1,2,2009,8,17.6577
1,2,2010,8,10.0535
1,2,2011,8,13.3076
1,2,2012,8,15.6638
1,2,2013,8,17.6055
1,2,2014,8,23.1001
1,2,2015,8,10.6331
1,2,2016,8,22.811
1,2,2017,8,21.3882
1,2,2018,8,19.6721
1,2,2019,8,13.9625
1,2,2020,8,15.9593
1,2,2021,8,13.3391
1,2,2022,8,5.17069
1,2,2023,8,11.1418
1,2,1952,9,17.8828
1,2,1953,9,17.8771
1,2,1954,9,17.8618
1,2,1955,9,17.7863
1,2,1956,9,17.7469
1,2,1957,9,17.7201
1,2,1958,9,17.6749
1,2,1959,9,17.5881
1,2,1960,9,17.5303
1,2,1961,9,17.4854
1,2,1962,9,17.4374
1,2,1963,9,17.335
1,2,1964,9,17.2106
1,2,1965,9,17.1442
1,2,1966,9,16.9055
1,2,1967,9,16.7145
1,2,1968,9,16.6175
1,2,1969,9,16.3178
1,2,1970,9,16.2004
1,2,1971,9,16.0953
1,2,1972,9,15.8403
1,2,1973,9,15.6019
1,2,1974,9,15.4758
1,2,1975,9,15.2739
1,2,1976,9,15.3294
1,2,1977,9,15.2501
1,2,1978,9,15.3424
1,2,1979,9,15.4387
1,2,1980,9,15.4946
1,2,1981,9,15.4484
1,2,1982,9,15.3172
1,2,1983,9,15.14
1,2,1984,9,15.0552
1,2,1985,9,14.9188
1,2,1986,9,14.5976
1,2,1987,9,14.4162
1,2,1988,9,14.3094
1,2,1989,9,14.1304
1,2,1990,9,14.0351
1,2,1991,9,14.0888
1,2,1992,9,13.9064
1,2,1993,9,15.1341
1,2,1994,9,13.7747
1,2,1995,9,12.9958
1,2,1996,9,14.2789
1,2,1997,9,15.4018
1,2,1998,9,16.0182
1,2,1999,9,22.9999
1,2,2000,9,12.5464
1,2,2001,9,15.4069
1,2,2002,9,13.3481
1,2,2003,9,13.8516
1,2,2004,9,8.56137
1,2,2005,9,6.0904
1,2,2006,9,10.2402
1,2,2007,9,12.2577
1,2,2008,9,4.9838
1,2,2009,9,7.41559
1,2,2010,9,13.431
1,2,2011,9,7.63186
1,2,2012,9,10.0669
1,2,2013,9,11.835
1,2,2014,9,13.3485
1,2,2015,9,17.5033
1,2,2016,9,8.05995
1,2,2017,9,17.2171
1,2,2018,9,16.0455
1,2,2019,9,14.7264
1,2,2020,9,10.4053
1,2,2021,9,12.1571
1,2,2022,9,10.1616
1,2,2023,9,3.91899
1,2,1952,10,14.294
1,2,1953,10,14.2897
1,2,1954,10,14.2778
1,2,1955,10,14.2186
1,2,1956,10,14.1877
1,2,1957,10,14.1671
1,2,1958,10,14.1321
1,2,1959,10,14.0634
1,2,1960,10,14.0156
1,2,1961,10,13.9737
1,2,1962,10,13.9203
1,2,1963,10,13.8202
1,2,1964,10,13.7279
1,2,1965,10,13.6828
1,2,1966,10,13.4795
1,2,1967,10,13.309
1,2,1968,10,13.237
1,2,1969,10,12.9955
1,2,1970,10,12.8844
1,2,1971,10,12.7798
1,2,1972,10,12.5733
1,2,1973,10,12.374
1,2,1974,10,12.2165
1,2,1975,10,12.0578
1,2,1976,10,12.0982
1,2,1977,10,12.0015
1,2,1978,10,12.1853
1,2,1979,10,12.1706
1,2,1980,10,12.1753
1,2,1981,10,12.1591
1,2,1982,10,12.0771
1,2,1983,10,11.9434
1,2,1984,10,11.9189
1,2,1985,10,11.8176
1,2,1986,10,11.6427
1,2,1987,10,11.456
1,2,1988,10,11.303
1,2,1989,10,11.122
1,2,1990,10,10.9971
1,2,1991,10,11.0062
1,2,1992,10,11.0626
1,2,1993,10,10.8539
1,2,1994,10,11.8862
1,2,1995,10,10.7734
1,2,1996,10,10.2376
1,2,1997,10,11.0764
1,2,1998,10,11.6253
1,2,1999,10,12.0451
1,2,2000,10,17.2322
1,2,2001,10,9.40428
1,2,2002,10,11.5575
1,2,2003,10,9.95445
1,2,2004,10,10.4338
1,2,2005,10,6.46728
1,2,2006,10,4.61644
1,2,2007,10,7.87896
1,2,2008,10,9.3914
1,2,2009,10,3.79445
1,2,2010,10,5.64557
1,2,2011,10,10.2022
1,2,2012,10,5.77504
1,2,2013,10,7.60479
1,2,2014,10,8.96599
1,2,2015,10,10.1002
1,2,2016,10,13.256
1,2,2017,10,6.08057
1,2,2018,10,12.9138
1,2,2019,10,12.0125
1,2,2020,10,10.9741
1,2,2021,10,7.92295
1,2,2022,10,9.2555
1,2,2023,10,7.69536
1,2,1952,11,11.4113
1,2,1953,11,11.4079
1,2,1954,11,11.3987
1,2,1955,11,11.352
1,2,1956,11,11.3278
1,2,1957,11,11.3119
1,2,1958,11,11.2849
1,2,1959,11,11.231
1,2,1960,11,11.1931
1,2,1961,11,11.1585
1,2,1962,11,11.1117
1,2,1963,11,11.0199
1,2,1964,11,10.9317
1,2,1965,11,10.9003
1,2,1966,11,10.7449
1,2,1967,11,10.5988
1,2,1968,11,10.5265
1,2,1969,11,10.339
1,2,1970,11,10.2478
1,2,1971,11,10.1512
1,2,1972,11,9.9719
1,2,1973,11,9.80975
1,2,1974,11,9.67736
1,2,1975,11,9.50784
1,2,1976,11,9.53897
1,2,1977,11,9.461
1,2,1978,11,9.57955
1,2,1979,11,9.65563
1,2,1980,11,9.58958
1,2,1981,11,9.5483
1,2,1982,11,9.50064
1,2,1983,11,9.41082
1,2,1984,11,9.39485
1,2,1985,11,9.34648
1,2,1986,11,9.21391
1,2,1987,11,9.12571
1,2,1988,11,8.97127
1,2,1989,11,8.77595
1,2,1990,11,8.64743
1,2,1991,11,8.61624
1,2,1992,11,8.63494
1,2,1993,11,8.62622
1,2,1994,11,8.51675
1,2,1995,11,9.28824
1,2,1996,11,8.4784
1,2,1997,11,7.93478
1,2,1998,11,8.35475
1,2,1999,11,8.73458
1,2,2000,11,9.01696
1,2,2001,11,12.907
1,2,2002,11,7.0499
1,2,2003,11,8.61268
1,2,2004,11,7.49397
1,2,2005,11,7.87833
1,2,2006,11,4.90328
1,2,2007,11,3.55418
1,2,2008,11,6.04056
1,2,2009,11,7.15513
1,2,2010,11,2.89016
1,2,2011,11,4.28993
1,2,2012,11,7.72162
1,2,2013,11,4.36112
1,2,2014,11,5.75723
1,2,2015,11,6.77561
1,2,2016,11,7.63724
1,2,2017,11,9.98825
1,2,2018,11,4.55724
1,2,2019,11,9.66343
1,2,2020,11,8.94792
1,2,2021,11,8.35016
1,2,2022,11,6.02705
1,2,2023,11,7.0028
1,2,1952,12,9.09695
1,2,1953,12,9.0943
1,2,1954,12,9.08706
1,2,1955,12,9.0502
1,2,1956,12,9.03112
1,2,1957,12,9.01882
1,2,1958,12,8.99785
1,2,1959,12,8.95567
1,2,1960,12,8.92613
1,2,1961,12,8.89883
1,2,1962,12,8.86084
1,2,1963,12,8.78439
1,2,1964,12,8.70451
1,2,1965,12,8.66772
1,2,1966,12,8.54783
1,2,1967,12,8.4364
1,2,1968,12,8.37041
1,2,1969,12,8.21001
1,2,1970,12,8.14053
1,2,1971,12,8.06162
1,2,1972,12,7.90956
1,2,1973,12,7.76889
1,2,1974,12,7.66085
1,2,1975,12,7.52057
1,2,1976,12,7.51107
1,2,1977,12,7.44938
1,2,1978,12,7.54097
1,2,1979,12,7.58143
1,2,1980,12,7.5984
1,2,1981,12,7.51211
1,2,1982,12,7.45415
1,2,1983,12,7.39639
1,2,1984,12,7.39507
1,2,1985,12,7.35949
1,2,1986,12,7.27822
1,2,1987,12,7.21303
1,2,1988,12,7.13587
1,2,1989,12,6.95605
1,2,1990,12,6.81434
1,2,1991,12,6.76684
1,2,1992,12,6.75208
1,2,1993,12,6.72596
1,2,1994,12,6.76065
1,2,1995,12,6.64767
1,2,1996,12,7.30113
1,2,1997,12,6.56347
1,2,1998,12,5.97878
1,2,1999,12,6.27066
1,2,2000,12,6.53151
1,2,2001,12,6.74599
1,2,2002,12,9.66592
1,2,2003,12,5.24847
1,2,2004,12,6.47762
1,2,2005,12,5.65349
1,2,2006,12,5.96919
1,2,2007,12,3.77439
1,2,2008,12,2.72576
1,2,2009,12,4.60375
1,2,2010,12,5.4517
1,2,2011,12,2.19644
1,2,2012,12,3.2471
1,2,2013,12,5.82966
1,2,2014,12,3.29931
1,2,2015,12,4.34637
1,2,2016,12,5.1164
1,2,2017,12,5.74478
1,2,2018,12,7.47592
1,2,2019,12,3.40713
1,2,2020,12,7.19252
1,2,2021,12,6.80249
1,2,2022,12,6.34609
1,2,2023,12,4.55568
1,2,1952,13,7.24105
1,2,1953,13,7.23898
1,2,1954,13,7.23328
1,2,1955,13,7.20414
1,2,1956,13,7.1891
1,2,1957,13,7.17952
1,2,1958,13,7.1632
1,2,1959,13,7.13012
1,2,1960,13,7.10711
1,2,1961,13,7.0859
1,2,1962,13,7.05607
1,2,1963,13,6.99472
1,2,1964,13,6.92848
1,2,1965,13,6.89144
1,2,1966,13,6.78707
1,2,1967,13,6.70108
1,2,1968,13,6.65215
1,2,1969,13,6.51835
1,2,1970,13,6.454
1,2,1971,13,6.39355
1,2,1972,13,6.2716
1,2,1973,13,6.15247
1,2,1974,13,6.05776
1,2,1975,13,5.94412
1,2,1976,13,5.93153
1,2,1977,13,5.85719
1,2,1978,13,5.92853
1,2,1979,13,5.95927
1,2,1980,13,5.95839
1,2,1981,13,5.94426
1,2,1982,13,5.85742
1,2,1983,13,5.79681
1,2,1984,13,5.80557
1,2,1985,13,5.7863
1,2,1986,13,5.72413
1,2,1987,13,5.68977
1,2,1988,13,5.63253
1,2,1989,13,5.52456
1,2,1990,13,5.39318
1,2,1991,13,5.32459
1,2,1992,13,5.29551
1,2,1993,13,5.25271
1,2,1994,13,5.26495
1,2,1995,13,5.27014
1,2,1996,13,5.21876
1,2,1997,13,5.6451
1,2,1998,13,4.93918
1,2,1999,13,4.48164
1,2,2000,13,4.68333
1,2,2001,13,4.88019
1,2,2002,13,5.04548
1,2,2003,13,7.18749
1,2,2004,13,3.94305
1,2,2005,13,4.88128
1,2,2006,13,4.27932
1,2,2007,13,4.59113
1,2,2008,13,2.89388
1,2,2009,13,2.07765
1,2,2010,13,3.50808
1,2,2011,13,4.14342
1,2,2012,13,1.6624
1,2,2013,13,2.4509
1,2,2014,13,4.40806
1,2,2015,13,2.48855
1,2,2016,13,3.2785
1,2,2017,13,3.84307
1,2,2018,13,4.29252
1,2,2019,13,5.58177
1,2,2020,13,2.53326
1,2,2021,13,5.46228
1,2,2022,13,5.16473
1,2,2023,13,4.79199
1,2,1952,14,5.75513
1,2,1953,14,5.7535
1,2,1954,14,5.74901
1,2,1955,14,5.72596
1,2,1956,14,5.71408
1,2,1957,14,5.70659
1,2,1958,14,5.69384
1,2,1959,14,5.66785
1,2,1960,14,5.64991
1,2,1961,14,5.63345
1,2,1962,14,5.61024
1,2,1963,14,5.5618
1,2,1964,14,5.50873
1,2,1965,14,5.47709
1,2,1966,14,5.38816
1,2,1967,14,5.31271
1,2,1968,14,5.27557
1,2,1969,14,5.17222
1,2,1970,14,5.116
1,2,1971,14,5.06084
1,2,1972,14,4.96598
1,2,1973,14,4.87047
1,2,1974,14,4.78975
1,2,1975,14,4.69286
1,2,1976,14,4.68052
1,2,1977,14,4.61814
1,2,1978,14,4.65435
1,2,1979,14,4.67799
1,2,1980,14,4.6767
1,2,1981,14,4.65511
1,2,1982,14,4.62861
1,2,1983,14,4.54916
1,2,1984,14,4.54455
1,2,1985,14,4.53725
1,2,1986,14,4.4951
1,2,1987,14,4.46919
1,2,1988,14,4.43671
1,2,1989,14,4.35472
1,2,1990,14,4.27666
1,2,1991,14,4.20765
1,2,1992,14,4.16062
1,2,1993,14,4.11384
1,2,1994,14,4.10632
1,2,1995,14,4.09909
1,2,1996,14,4.13176
1,2,1997,14,4.02982
1,2,1998,14,4.24267
1,2,1999,14,3.69716
1,2,2000,14,3.34262
1,2,2001,14,3.49464
1,2,2002,14,3.64508
1,2,2003,14,3.74668
1,2,2004,14,5.39318
1,2,2005,14,2.96787
1,2,2006,14,3.69067
1,2,2007,14,3.28802
1,2,2008,14,3.51742
1,2,2009,14,2.20508
1,2,2010,14,1.58312
1,2,2011,14,2.66604
1,2,2012,14,3.13578
1,2,2013,14,1.25442
1,2,2014,14,1.85245
1,2,2015,14,3.3227
1,2,2016,14,1.87541
1,2,2017,14,2.45981
1,2,2018,14,2.8675
1,2,2019,14,3.19978
1,2,2020,14,4.14446
1,2,2021,14,1.92157
1,2,2022,14,4.14269
1,2,2023,14,3.89599
1,2,1952,15,4.56748
1,2,1953,15,4.56619
1,2,1954,15,4.56265
1,2,1955,15,4.54441
1,2,1956,15,4.53502
1,2,1957,15,4.52915
1,2,1958,15,4.51916
1,2,1959,15,4.49871
1,2,1960,15,4.48469
1,2,1961,15,4.4719
1,2,1962,15,4.45384
1,2,1963,15,4.41578
1,2,1964,15,4.37387
1,2,1965,15,4.34837
1,2,1966,15,4.27611
1,2,1967,15,4.21146
1,2,1968,15,4.17629
1,2,1969,15,4.09569
1,2,1970,15,4.05316
1,2,1971,15,4.00541
1,2,1972,15,3.92478
1,2,1973,15,3.85042
1,2,1974,15,3.78569
1,2,1975,15,3.70471
1,2,1976,15,3.68943
1,2,1977,15,3.63847
1,2,1978,15,3.66399
1,2,1979,15,3.66725
1,2,1980,15,3.66588
1,2,1981,15,3.64861
1,2,1982,15,3.6201
1,2,1983,15,3.58988
1,2,1984,15,3.56168
1,2,1985,15,3.54748
1,2,1986,15,3.52062
1,2,1987,15,3.5053
1,2,1988,15,3.48053
1,2,1989,15,3.42544
1,2,1990,15,3.36644
1,2,1991,15,3.33142
1,2,1992,15,3.28288
1,2,1993,15,3.22748
1,2,1994,15,3.21155
1,2,1995,15,3.19289
1,2,1996,15,3.20963
1,2,1997,15,3.18628
1,2,1998,15,3.02479
1,2,1999,15,3.17155
1,2,2000,15,2.75358
1,2,2001,15,2.49073
1,2,2002,15,2.60671
1,2,2003,15,2.70307
1,2,2004,15,2.8076
1,2,2005,15,4.05442
1,2,2006,15,2.24145
1,2,2007,15,2.83261
1,2,2008,15,2.5168
1,2,2009,15,2.6783
1,2,2010,15,1.67957
1,2,2011,15,1.20295
1,2,2012,15,2.01738
1,2,2013,15,2.36572
1,2,2014,15,0.947756
1,2,2015,15,1.39562
1,2,2016,15,2.50235
1,2,2017,15,1.40576
1,2,2018,15,1.83335
1,2,2019,15,2.13467
1,2,2020,15,2.37212
1,2,2021,15,3.13934
1,2,2022,15,1.45565
1,2,2023,15,3.12171
1,2,1952,16,3.61989
1,2,1953,16,3.61888
1,2,1954,16,3.61608
1,2,1955,16,3.60165
1,2,1956,16,3.59423
1,2,1957,16,3.58962
1,2,1958,16,3.58177
1,2,1959,16,3.56567
1,2,1960,16,3.55468
1,2,1961,16,3.54472
1,2,1962,16,3.53065
1,2,1963,16,3.50077
1,2,1964,16,3.46782
1,2,1965,16,3.44773
1,2,1966,16,3.39017
1,2,1967,16,3.33756
1,2,1968,16,3.30588
1,2,1969,16,3.23767
1,2,1970,16,3.20483
1,2,1971,16,3.16859
1,2,1972,16,3.1017
1,2,1973,16,3.03854
1,2,1974,16,2.98827
1,2,1975,16,2.92362
1,2,1976,16,2.90811
1,2,1977,16,2.8638
1,2,1978,16,2.88239
1,2,1979,16,2.88269
1,2,1980,16,2.8699
1,2,1981,16,2.85608
1,2,1982,16,2.83357
1,2,1983,16,2.80413
1,2,1984,16,2.80685
1,2,1985,16,2.77672
1,2,1986,16,2.74943
1,2,1987,16,2.7422
1,2,1988,16,2.72661
1,2,1989,16,2.68396
1,2,1990,16,2.6445
1,2,1991,16,2.61888
1,2,1992,16,2.5954
1,2,1993,16,2.54294
1,2,1994,16,2.51606
1,2,1995,16,2.49386
1,2,1996,16,2.49693
1,2,1997,16,2.4722
1,2,1998,16,2.38859
1,2,1999,16,2.25819
1,2,2000,16,2.35899
1,2,2001,16,2.04892
1,2,2002,16,1.85537
1,2,2003,16,1.93054
1,2,2004,16,2.02294
1,2,2005,16,2.108
1,2,2006,16,3.05859
1,2,2007,16,1.7185
1,2,2008,16,2.16617
1,2,2009,16,1.91485
1,2,2010,16,2.03863
1,2,2011,16,1.27572
1,2,2012,16,0.910095
1,2,2013,16,1.52161
1,2,2014,16,1.78686
1,2,2015,16,0.713715
1,2,2016,16,1.0505
1,2,2017,16,1.87442
1,2,2018,16,1.04679
1,2,2019,16,1.3634
1,2,2020,16,1.58048
1,2,2021,16,1.7941
1,2,2022,16,2.37499
1,2,2023,16,1.09569
1,2,1952,17,2.86516
1,2,1953,17,2.86436
1,2,1954,17,2.86215
1,2,1955,17,2.85075
1,2,1956,17,2.84489
1,2,1957,17,2.84125
1,2,1958,17,2.83508
1,2,1959,17,2.8224
1,2,1960,17,2.81377
1,2,1961,17,2.80599
1,2,1962,17,2.795
1,2,1963,17,2.77153
1,2,1964,17,2.74566
1,2,1965,17,2.72994
1,2,1966,17,2.68447
1,2,1967,17,2.64256
1,2,1968,17,2.61637
1,2,1969,17,2.55945
1,2,1970,17,2.52998
1,2,1971,17,2.50192
1,2,1972,17,2.45026
1,2,1973,17,2.39793
1,2,1974,17,2.35482
1,2,1975,17,2.30444
1,2,1976,17,2.29161
1,2,1977,17,2.25412
1,2,1978,17,2.26551
1,2,1979,17,2.26459
1,2,1980,17,2.25284
1,2,1981,17,2.23307
1,2,1982,17,2.21523
1,2,1983,17,2.19207
1,2,1984,17,2.18981
1,2,1985,17,2.18547
1,2,1986,17,2.14946
1,2,1987,17,2.13912
1,2,1988,17,2.13067
1,2,1989,17,2.10023
1,2,1990,17,2.06966
1,2,1991,17,2.05461
1,2,1992,17,2.03769
1,2,1993,17,2.00762
1,2,1994,17,1.97971
1,2,1995,17,1.95121
1,2,1996,17,1.94782
1,2,1997,17,1.92099
1,2,1998,17,1.85116
1,2,1999,17,1.78099
1,2,2000,17,1.67751
1,2,2001,17,1.75304
1,2,2002,17,1.52421
1,2,2003,17,1.37232
1,2,2004,17,1.44303
1,2,2005,17,1.51703
1,2,2006,17,1.5884
1,2,2007,17,2.34255
1,2,2008,17,1.313
1,2,2009,17,1.64673
1,2,2010,17,1.45644
1,2,2011,17,1.54743
1,2,2012,17,0.964757
1,2,2013,17,0.686273
1,2,2014,17,1.14897
1,2,2015,17,1.34518
1,2,2016,17,0.536988
1,2,2017,17,0.786482
1,2,2018,17,1.39486
1,2,2019,17,0.7778
1,2,2020,17,1.00844
1,2,2021,17,1.19389
1,2,2022,17,1.35537
1,2,2023,17,1.78551
1,2,1952,18,2.26504
1,2,1953,18,2.26441
1,2,1954,18,2.26266
1,2,1955,18,2.25366
1,2,1956,18,2.24903
1,2,1957,18,2.24616
1,2,1958,18,2.24131
1,2,1959,18,2.23132
1,2,1960,18,2.22454
1,2,1961,18,2.21844
1,2,1962,18,2.20984
1,2,1963,18,2.1914
1,2,1964,18,2.17107
1,2,1965,18,2.15878
1,2,1966,18,2.12297
1,2,1967,18,2.08988
1,2,1968,18,2.06895
1,2,1969,18,2.02308
1,2,1970,18,1.99746
1,2,1971,18,1.97255
1,2,1972,18,1.93221
1,2,1973,18,1.89179
1,2,1974,18,1.85588
1,2,1975,18,1.8135
1,2,1976,18,1.80379
1,2,1977,18,1.77386
1,2,1978,18,1.78081
1,2,1979,18,1.77762
1,2,1980,18,1.76751
1,2,1981,18,1.75071
1,2,1982,18,1.72995
1,2,1983,18,1.71164
1,2,1984,18,1.70975
1,2,1985,18,1.70309
1,2,1986,18,1.68976
1,2,1987,18,1.67042
1,2,1988,18,1.66033
1,2,1989,18,1.63949
1,2,1990,18,1.6178
1,2,1991,18,1.60622
1,2,1992,18,1.59671
1,2,1993,18,1.57434
1,2,1994,18,1.56091
1,2,1995,18,1.53332
1,2,1996,18,1.5221
1,2,1997,18,1.49678
1,2,1998,18,1.4368
1,2,1999,18,1.37872
1,2,2000,18,1.32141
1,2,2001,18,1.24508
1,2,2002,18,1.3025
1,2,2003,18,1.12594
1,2,2004,18,1.02454
1,2,2005,18,1.08093
1,2,2006,18,1.14185
1,2,2007,18,1.21527
1,2,2008,18,1.78823
1,2,2009,18,0.997372
1,2,2010,18,1.25156
1,2,2011,18,1.10474
1,2,2012,18,1.16953
1,2,2013,18,0.727193
1,2,2014,18,0.51807
1,2,2015,18,0.864704
1,2,2016,18,1.01176
1,2,2017,18,0.401852
1,2,2018,18,0.584968
1,2,2019,18,1.03578
1,2,2020,18,0.57483
1,2,2021,18,0.761043
1,2,2022,18,0.9009
1,2,2023,18,1.01765
1,2,1952,19,8.38485
1,2,1953,19,8.38251
1,2,1954,19,8.37605
1,2,1955,19,8.34271
1,2,1956,19,8.32553
1,2,1957,19,8.31497
1,2,1958,19,8.29712
1,2,1959,19,8.26029
1,2,1960,19,8.23542
1,2,1961,19,8.2132
1,2,1962,19,8.18191
1,2,1963,19,8.11433
1,2,1964,19,8.03982
1,2,1965,19,7.9952
1,2,1966,19,7.86358
1,2,1967,19,7.74194
1,2,1968,19,7.66506
1,2,1969,19,7.49464
1,2,1970,19,7.39582
1,2,1971,19,7.29193
1,2,1972,19,7.12378
1,2,1973,19,6.96108
1,2,1974,19,6.82097
1,2,1975,19,6.6519
1,2,1976,19,6.59585
1,2,1977,19,6.47208
1,2,1978,19,6.48465
1,2,1979,19,6.45614
1,2,1980,19,6.39787
1,2,1981,19,6.31754
1,2,1982,19,6.22325
1,2,1983,19,6.119
1,2,1984,19,6.08182
1,2,1985,19,6.03448
1,2,1986,19,5.95809
1,2,1987,19,5.91929
1,2,1988,19,5.86747
1,2,1989,19,5.77012
1,2,1990,19,5.6861
1,2,1991,19,5.64721
1,2,1992,19,5.61588
1,2,1993,19,5.55123
1,2,1994,19,5.5186
1,2,1995,19,5.46125
1,2,1996,19,5.4341
1,2,1997,19,5.32357
1,2,1998,19,5.08024
1,2,1999,19,4.83353
1,2,2000,19,4.58999
1,2,2001,19,4.36898
1,2,2002,19,4.15364
1,2,2003,19,4.01375
1,2,2004,19,3.82128
1,2,2005,19,3.61519
1,2,2006,19,3.52127
1,2,2007,19,3.55514
1,2,2008,19,3.63039
1,2,2009,19,4.10562
1,2,2010,19,3.86863
1,2,2011,19,3.8743
1,2,2012,19,3.75415
1,2,2013,19,3.70297
1,2,2014,19,3.33729
1,2,2015,19,2.89583
1,2,2016,19,2.82378
1,2,2017,19,2.86612
1,2,2018,19,2.42671
1,2,2019,19,2.23259
1,2,2020,19,2.41138
1,2,2021,19,2.24896
1,2,2022,19,2.26604
1,2,2023,19,2.37165
2,1,1952,0,693.888
2,1,1953,0,693.946
2,1,1954,0,693.936
2,1,1955,0,693.865
2,1,1956,0,693.754
2,1,1957,0,693.661
2,1,1958,0,693.606
2,1,1959,0,693.5
2,1,1960,0,693.38
2,1,1961,0,693.303
2,1,1962,0,693.177
2,1,1963,0,693.055
2,1,1964,0,692.896
2,1,1965,0,692.837
2,1,1966,0,692.637
2,1,1967,0,692.394
2,1,1968,0,692.2
2,1,1969,0,687.474
2,1,1970,0,686.195
2,1,1971,0,684.76
2,1,1972,0,682.673
2,1,1973,0,680.359
2,1,1974,0,677.903
2,1,1975,0,675.163
2,1,1976,0,671.888
2,1,1977,0,667.755
2,1,1978,0,663.383
2,1,1979,0,659.786
2,1,1980,0,655.867
2,1,1981,0,654.639
2,1,1982,0,656.694
2,1,1983,0,649.346
2,1,1984,0,709.834
2,1,1985,0,642.876
2,1,1986,0,606.846
2,1,1987,0,660.344
2,1,1988,0,714.96
2,1,1989,0,769.864
2,1,1990,0,1152.54
2,1,1991,0,657.774
2,1,1992,0,844.523
2,1,1993,0,764.529
2,1,1994,0,833.405
2,1,1995,0,534.983
2,1,1996,0,390.112
2,1,1997,0,662.488
2,1,1998,0,783.368
2,1,1999,0,313.363
2,1,2000,0,460.202
2,1,2001,0,817.272
2,1,2002,0,454.691
2,1,2003,0,591.544
2,1,2004,0,688.31
2,1,2005,0,769.169
2,1,2006,0,1003.63
2,1,2007,0,462.863
2,1,2008,0,998.683
2,1,2009,0,945.641
2,1,2010,0,882.51
2,1,2011,0,633.465
2,1,2012,0,735.408
2,1,2013,0,610.4
2,1,2014,0,234.351
2,1,2015,0,502.2
2,1,2016,0,273.852
2,1,2017,0,445.782
2,1,2018,0,458.338
2,1,2019,0,903.789
2,1,2020,0,555.44
2,1,2021,0,321.066
2,1,2022,0,649.832
2,1,2023,0,650.302
2,1,1952,1,329.938
2,1,1953,1,329.938
2,1,1954,1,329.965
2,1,1955,1,329.944
2,1,1956,1,329.869
2,1,1957,1,329.83
2,1,1958,1,329.773
2,1,1959,1,329.738
2,1,1960,1,329.691
2,1,1961,1,329.645
2,1,1962,1,329.556
2,1,1963,1,329.522
2,1,1964,1,329.382
2,1,1965,1,329.415
2,1,1966,1,329.359
2,1,1967,1,329.246
2,1,1968,1,329.082
2,1,1969,1,329.086
2,1,1970,1,326.841
2,1,1971,1,326.231
2,1,1972,1,325.549
2,1,1973,1,324.54
2,1,1974,1,323.462
2,1,1975,1,322.245
2,1,1976,1,320.813
2,1,1977,1,319.238
2,1,1978,1,317.362
2,1,1979,1,315.283
2,1,1980,1,313.431
2,1,1981,1,311.614
2,1,1982,1,310.968
2,1,1983,1,312.071
2,1,1984,1,308.588
2,1,1985,1,337.284
2,1,1986,1,305.341
2,1,1987,1,288.302
2,1,1988,1,313.672
2,1,1989,1,339.285
2,1,1990,1,365.63
2,1,1991,1,547.31
2,1,1992,1,312.458
2,1,1993,1,401.005
2,1,1994,1,363.076
2,1,1995,1,395.514
2,1,1996,1,253.983
2,1,1997,1,185.212
2,1,1998,1,314.565
2,1,1999,1,371.356
2,1,2000,1,148.513
2,1,2001,1,218.139
2,1,2002,1,387.001
2,1,2003,1,214.61
2,1,2004,1,279.718
2,1,2005,1,324.678
2,1,2006,1,364.015
2,1,2007,1,473.743
2,1,2008,1,218.847
2,1,2009,1,471.275
2,1,2010,1,445.839
2,1,2011,1,417.297
2,1,2012,1,298.707
2,1,2013,1,346.922
2,1,2014,1,287.678
2,1,2015,1,110.239
2,1,2016,1,235.976
2,1,2017,1,128.724
2,1,2018,1,209.42
2,1,2019,1,215.069
2,1,2020,1,425.374
2,1,2021,1,262.41
2,1,2022,1,151.702
2,1,2023,1,306.574
2,1,1952,2,201.809
2,1,1953,2,201.809
2,1,1954,2,201.806
2,1,1955,2,201.759
2,1,1956,2,201.579
2,1,1957,2,201.567
2,1,1958,2,201.583
2,1,1959,2,201.483
2,1,1960,2,201.386
2,1,1961,2,201.48
2,1,1962,2,201.29
2,1,1963,2,201.359
